,run,epoch,loss,valid_loss,epoch duration,run duration,lr,batch_size,likelihood_fn,hidden_channels,dropout_rate,linear_model,k
49,2,20,-7.117741456432877,-6.627981366327145,2.9318721294403076,55.71403503417969,0.005,128,gamma,"[100, 100]",0,False,1
50,2,21,-7.087128103559262,-6.6626002304505985,3.019826889038086,58.81465697288513,0.005,128,gamma,"[100, 100]",0,False,1
51,2,22,-7.119618805769448,-6.657580159254522,3.034684181213379,61.92800307273865,0.005,128,gamma,"[100, 100]",0,False,1
52,2,23,-7.116776263602426,-6.651436164075096,3.026387929916382,65.02990102767944,0.005,128,gamma,"[100, 100]",0,False,1
53,2,24,-7.119957997865766,-6.666183748501259,2.9987311363220215,68.10358095169067,0.005,128,gamma,"[100, 100]",0,False,1
54,2,25,-7.114090261281094,-6.657186133749533,2.9759058952331543,71.15277791023254,0.005,128,gamma,"[100, 100]",0,False,1
55,2,26,-7.1275724812088725,-6.666965412613529,2.9382829666137695,74.1631989479065,0.005,128,gamma,"[100, 100]",0,False,1
56,2,27,-7.1334673578494066,-6.65834514926744,2.896951913833618,77.13021492958069,0.005,128,gamma,"[100, 100]",0,False,1
57,2,28,-7.115805062178139,-6.656645183595235,2.875168800354004,80.07867288589478,0.005,128,gamma,"[100, 100]",0,False,1
58,2,29,-7.136389255523682,-6.648472270309525,2.863550901412964,83.01724100112915,0.005,128,gamma,"[100, 100]",0,False,1
59,2,30,-7.141619444339075,-6.650249459399473,2.886837959289551,85.98011708259583,0.005,128,gamma,"[100, 100]",0,False,1
60,3,1,-6.969447917311731,-6.619148415856455,2.7905657291412354,2.7928366661071777,0.005,128,gamma,"[100, 100]",0,False,2
61,3,2,-6.978035177573235,-6.6191124969015,2.8762521743774414,5.726686954498291,0.005,128,gamma,"[100, 100]",0,False,2
62,3,3,-7.023603418882746,-6.625112105553088,2.8555378913879395,8.635698795318604,0.005,128,gamma,"[100, 100]",0,False,2
63,3,4,-7.031001076646095,-6.616178627076902,2.843079090118408,11.536961793899536,0.005,128,gamma,"[100, 100]",0,False,2
64,3,5,-7.026370257356741,-6.628590127355174,2.857288122177124,14.450049638748169,0.005,128,gamma,"[100, 100]",0,False,2
65,3,6,-7.036906659168048,-6.637002388505559,2.856330156326294,17.36310577392578,0.005,128,gamma,"[100, 100]",0,False,2
66,3,7,-7.020719438138669,-6.62268961848397,2.832493782043457,20.253284692764282,0.005,128,gamma,"[100, 100]",0,False,2
67,3,8,-7.038914603473496,-6.5924717300620514,2.860198974609375,23.166927814483643,0.005,128,gamma,"[100, 100]",0,False,2
68,3,9,-7.042790833615909,-6.600117357937913,2.8666818141937256,26.095374822616577,0.005,128,gamma,"[100, 100]",0,False,2
69,3,10,-7.038127999127346,-6.628932139787235,2.8697659969329834,29.02126169204712,0.005,128,gamma,"[100, 100]",0,False,2
70,3,11,-7.006744443500129,-6.6029312005756715,2.889194965362549,31.965972900390625,0.005,128,gamma,"[100, 100]",0,False,2
71,3,12,-7.028370678859906,-6.630499446078351,2.867650032043457,34.88749694824219,0.005,128,gamma,"[100, 100]",0,False,2
72,3,13,-7.03582303410899,-6.6185175021620175,2.8826186656951904,37.82353687286377,0.005,128,gamma,"[100, 100]",0,False,2
73,3,14,-7.0225138709928,-6.6095173041287225,2.854372978210449,40.732685804367065,0.005,128,gamma,"[100, 100]",0,False,2
74,3,15,-7.040615482486948,-6.636351392457359,2.861870050430298,43.65058088302612,0.005,128,gamma,"[100, 100]",0,False,2
75,3,16,-6.968156793691816,-6.6286139157845785,2.8780999183654785,46.582236766815186,0.005,128,gamma,"[100, 100]",0,False,2
76,3,17,-7.050827678537717,-6.631577907620292,2.8633148670196533,49.502357006073,0.005,128,gamma,"[100, 100]",0,False,2
77,3,18,-7.040539015818687,-6.637810809439735,2.8832602500915527,52.442102909088135,0.005,128,gamma,"[100, 100]",0,False,2
78,3,19,-6.601532270438479,-6.64472735026165,2.9072749614715576,55.40633964538574,0.005,128,gamma,"[100, 100]",0,False,2
79,3,20,-7.036685447188189,-6.636119119136741,2.940929889678955,58.40485501289368,0.005,128,gamma,"[100, 100]",0,False,2
80,3,21,-7.052129808568607,-6.614262966929298,2.8835368156433105,61.344056844711304,0.005,128,gamma,"[100, 100]",0,False,2
81,3,22,-7.042590314454406,-6.631076741375421,2.8579697608947754,64.25831174850464,0.005,128,gamma,"[100, 100]",0,False,2
82,3,23,-7.045470436559106,-6.641426720509403,2.9126901626586914,67.224191904068,0.005,128,gamma,"[100, 100]",0,False,2
83,3,24,-7.042152430128007,-6.628080524308117,2.9269189834594727,70.20810389518738,0.005,128,gamma,"[100, 100]",0,False,2
84,3,25,-7.034679344318209,-6.562123769992276,2.9543991088867188,73.22061681747437,0.005,128,gamma,"[100, 100]",0,False,2
85,3,26,-7.061700059332117,-6.626054876042824,2.9187042713165283,76.1977059841156,0.005,128,gamma,"[100, 100]",0,False,2
86,3,27,-7.0028963928675125,-6.63392722038062,2.8693771362304688,79.12427282333374,0.005,128,gamma,"[100, 100]",0,False,2
87,3,28,-7.0383107557784035,-6.628317730599328,2.8149991035461426,81.99336194992065,0.005,128,gamma,"[100, 100]",0,False,2
88,3,29,-7.062573467292925,-6.6366284897452905,2.844689130783081,84.8917248249054,0.005,128,gamma,"[100, 100]",0,False,2
89,3,30,-7.057742232823894,-6.622026622197346,2.8460259437561035,87.79181170463562,0.005,128,gamma,"[100, 100]",0,False,2
90,4,1,-6.981484915701314,-6.3786139058831495,2.717818260192871,2.720458984375,0.005,128,gamma,"[100, 100]",0,False,3
91,4,2,-6.891194755919175,-5.581743399269487,2.7991750240325928,5.577121019363403,0.005,128,gamma,"[100, 100]",0,False,3
92,4,3,-7.009282369183748,-6.385046044854741,2.7787258625030518,8.412157773971558,0.005,128,gamma,"[100, 100]",0,False,3
93,4,4,-7.0490679131150795,-6.394865076400731,2.8060848712921143,11.273774862289429,0.005,128,gamma,"[100, 100]",0,False,3
94,4,5,-7.028450305240354,-6.383040429534097,2.772490978240967,14.103580951690674,0.005,128,gamma,"[100, 100]",0,False,3
95,4,6,-7.054573069171502,-6.098504775252781,2.7861809730529785,16.943010091781616,0.005,128,gamma,"[100, 100]",0,False,3
96,4,7,-7.04059834730329,-6.403293588639874,2.810492992401123,19.808518886566162,0.005,128,gamma,"[100, 100]",0,False,3
97,4,8,-7.050756264083848,-6.381428128598552,2.7979047298431396,22.665263891220093,0.005,128,gamma,"[100, 100]",0,False,3
98,4,9,-7.055670315778464,-6.358461222758419,2.8010830879211426,25.519234895706177,0.005,128,gamma,"[100, 100]",0,False,3
99,4,10,-7.05712701425491,-6.396729966625571,2.75834584236145,28.330854892730713,0.005,128,gamma,"[100, 100]",0,False,3
100,4,11,-7.053077364801373,-6.389557687663718,2.7785677909851074,31.164859771728516,0.005,128,gamma,"[100, 100]",0,False,3
101,4,12,-7.062660110687705,-6.392286106159813,2.786608934402466,34.00602388381958,0.005,128,gamma,"[100, 100]",0,False,3
102,4,13,-7.0477182811405426,-6.38361235080581,2.803563117980957,36.8646137714386,0.005,128,gamma,"[100, 100]",0,False,3
103,4,14,-7.060196339151896,-6.391548876699648,2.788963794708252,39.70870780944824,0.005,128,gamma,"[100, 100]",0,False,3
104,4,15,-7.075402691041864,-6.335705803021004,2.7922708988189697,42.55809569358826,0.005,128,gamma,"[100, 100]",0,False,3
105,4,16,-7.0476060764660176,-6.382357772145617,2.817556858062744,45.42986273765564,0.005,128,gamma,"[100, 100]",0,False,3
106,4,17,-7.082720580184361,-6.354985090560819,2.833444118499756,48.32253694534302,0.005,128,gamma,"[100, 100]",0,False,3
107,4,18,-7.070595355020714,-6.359380147174785,2.819150924682617,51.19863176345825,0.005,128,gamma,"[100, 100]",0,False,3
108,4,19,-7.054501494905108,-6.403101276018117,2.7879419326782227,54.041966676712036,0.005,128,gamma,"[100, 100]",0,False,3
109,4,20,-7.071002439500656,-6.376609642842882,2.752857208251953,56.84982395172119,0.005,128,gamma,"[100, 100]",0,False,3
110,4,21,-7.072028627720248,-6.396798162672081,2.7928109169006348,59.696044921875,0.005,128,gamma,"[100, 100]",0,False,3
111,4,22,-7.094480099103379,-6.3815972616798,2.8340868949890137,62.58559489250183,0.005,128,gamma,"[100, 100]",0,False,3
112,4,23,-7.095774983964936,-6.389808881145559,2.793083906173706,65.43533372879028,0.005,128,gamma,"[100, 100]",0,False,3
113,4,24,-7.091010800829259,-6.388172474248629,2.8203489780426025,68.30933880805969,0.005,128,gamma,"[100, 100]",0,False,3
114,4,25,-7.019051997236078,-6.3831210740302735,2.7887089252471924,71.1539318561554,0.005,128,gamma,"[100, 100]",0,False,3
115,4,26,-7.1054417593498895,-6.391951936052034,2.818920135498047,74.02921891212463,0.005,128,gamma,"[100, 100]",0,False,3
116,4,27,-7.103756133415552,-6.401191906807454,2.822361946105957,76.9077250957489,0.005,128,gamma,"[100, 100]",0,False,3
117,4,28,-6.850413553190538,-6.267249415481561,2.8062539100646973,79.76687264442444,0.005,128,gamma,"[100, 100]",0,False,3
118,4,29,-7.06533836331407,-6.385639047250152,2.8063290119171143,82.62958574295044,0.005,128,gamma,"[100, 100]",0,False,3
119,4,30,-7.051322485398237,-6.400424296134396,2.7834179401397705,85.46662878990173,0.005,128,gamma,"[100, 100]",0,False,3
120,5,1,-7.011221987844833,-6.737480233374395,2.6666550636291504,2.669234037399292,0.005,128,gamma,"[100, 100]",0,False,4
121,5,2,-7.064460333422981,-6.743408021958251,2.754641056060791,5.478806972503662,0.005,128,gamma,"[100, 100]",0,False,4
122,5,3,-7.068171874623457,-6.743539511373169,2.729314088821411,8.264878988265991,0.005,128,gamma,"[100, 100]",0,False,4
123,5,4,-7.035716805950742,-6.604935531553469,2.7086291313171387,11.031176090240479,0.005,128,gamma,"[100, 100]",0,False,4
124,5,5,-7.065962966517769,-6.745908665029626,2.746204137802124,13.831286907196045,0.005,128,gamma,"[100, 100]",0,False,4
125,5,6,-7.076636337266197,-6.739994343958403,2.7160651683807373,16.60407304763794,0.005,128,gamma,"[100, 100]",0,False,4
126,5,7,-7.076513772960959,-6.750584346683402,2.7710931301116943,19.430751085281372,0.005,128,gamma,"[100, 100]",0,False,4
127,5,8,-7.076612579426643,-6.75225955718442,2.7579150199890137,22.245131015777588,0.005,128,gamma,"[100, 100]",0,False,4
128,5,9,-7.080061533354305,-6.665311565524654,2.7511959075927734,25.053807020187378,0.005,128,gamma,"[100, 100]",0,False,4
129,5,10,-7.083547125443321,-6.747176608756969,2.7422471046447754,27.84872603416443,0.005,128,gamma,"[100, 100]",0,False,4
130,5,11,-7.091685946137263,-6.754290145478751,2.766083002090454,30.66810393333435,0.005,128,gamma,"[100, 100]",0,False,4
131,5,12,-7.065186658798549,-6.753028732381369,2.7851810455322266,33.510462045669556,0.005,128,gamma,"[100, 100]",0,False,4
132,5,13,-7.079563455828001,-6.752345166708293,2.745041847229004,36.3116979598999,0.005,128,gamma,"[100, 100]",0,False,4
133,5,14,-7.087786777432994,-6.738228779090078,2.7732532024383545,39.14017105102539,0.005,128,gamma,"[100, 100]",0,False,4
134,5,15,-7.056255403919853,-6.7466333045771245,2.797523021697998,41.99383306503296,0.005,128,gamma,"[100, 100]",0,False,4
135,5,16,-7.094826997426163,-6.750684861289828,2.9029500484466553,44.952008962631226,0.005,128,gamma,"[100, 100]",0,False,4
136,5,17,-7.0909992810544935,-6.747447369914306,2.825706958770752,47.83467102050781,0.005,128,gamma,"[100, 100]",0,False,4
137,5,18,-7.103654489745953,-6.7472408186448245,2.9882349967956543,50.87970995903015,0.005,128,gamma,"[100, 100]",0,False,4
138,5,19,-7.104931532236923,-6.752843873281228,3.033198833465576,53.97486090660095,0.005,128,gamma,"[100, 100]",0,False,4
139,5,20,-7.112597179588796,-6.757479853535953,2.934314012527466,56.9678750038147,0.005,128,gamma,"[100, 100]",0,False,4
140,5,21,-7.077773799755477,-6.7493561286675305,2.938347816467285,59.96506881713867,0.005,128,gamma,"[100, 100]",0,False,4
141,5,22,-7.102414158877411,-6.603105928552778,2.9776837825775146,62.9991090297699,0.005,128,gamma,"[100, 100]",0,False,4
142,5,23,-7.118858672156105,-6.695964915187735,2.969815254211426,66.03173494338989,0.005,128,gamma,"[100, 100]",0,False,4
143,5,24,-7.11593180916846,-6.720013674152525,2.8205909729003906,68.90655493736267,0.005,128,gamma,"[100, 100]",0,False,4
144,5,25,-7.115467277400168,-6.753513578521578,2.7756998538970947,71.73512887954712,0.005,128,gamma,"[100, 100]",0,False,4
145,5,26,-7.092383109115587,-6.7589654844058185,2.835574150085449,74.6281590461731,0.005,128,gamma,"[100, 100]",0,False,4
146,5,27,-7.1027633857903005,-6.682844022386952,2.909357786178589,77.59648489952087,0.005,128,gamma,"[100, 100]",0,False,4
147,5,28,-7.111217783825864,-6.730764107484567,2.8806729316711426,80.53392004966736,0.005,128,gamma,"[100, 100]",0,False,4
148,5,29,-7.073979495636212,-6.7236608729550715,2.8538520336151123,83.44246697425842,0.005,128,gamma,"[100, 100]",0,False,4
149,5,30,-7.110171006174545,-6.727288183413054,2.7759928703308105,86.27634596824646,0.005,128,gamma,"[100, 100]",0,False,4
150,6,1,-6.97313988614543,-6.620324907432261,2.62701416015625,2.629606008529663,0.005,128,gamma,"[100, 100]",0,False,5
151,6,2,-7.013776676525407,-6.594898895507581,2.6569018363952637,5.34406304359436,0.005,128,gamma,"[100, 100]",0,False,5
152,6,3,-7.027466117293876,-6.613154769139855,2.6933400630950928,8.094237089157104,0.005,128,gamma,"[100, 100]",0,False,5
153,6,4,-7.027677071456418,-6.62424182107574,2.599152088165283,10.748040914535522,0.005,128,gamma,"[100, 100]",0,False,5
154,6,5,-5.426208735609011,-6.632212230837659,2.6176178455352783,13.423961162567139,0.005,128,gamma,"[100, 100]",0,False,5
155,6,6,-7.031194575028126,-6.630854451146565,2.6271631717681885,16.108808994293213,0.005,128,gamma,"[100, 100]",0,False,5
156,6,7,-7.018947260798724,-6.627167349779292,2.6188859939575195,18.78292202949524,0.005,128,gamma,"[100, 100]",0,False,5
157,6,8,-7.0176746360512094,-6.625935503722806,2.610761880874634,21.44822120666504,0.005,128,gamma,"[100, 100]",0,False,5
158,6,9,-7.03545372181237,-6.608089872390816,2.6426727771759033,24.147244930267334,0.005,128,gamma,"[100, 100]",0,False,5
159,6,10,-7.036329450142307,-6.523904237700136,2.644299030303955,26.846856832504272,0.005,128,gamma,"[100, 100]",0,False,5
160,6,11,-7.036591842619782,-6.637941130682042,2.663408041000366,29.564871072769165,0.005,128,gamma,"[100, 100]",0,False,5
161,6,12,-7.003084920038296,-6.605732690199818,2.6491658687591553,32.27228808403015,0.005,128,gamma,"[100, 100]",0,False,5
162,6,13,-7.0371818700402615,-6.631139533790319,2.736144781112671,35.06380105018616,0.005,128,gamma,"[100, 100]",0,False,5
163,6,14,-7.04865660048891,-6.631730296403954,2.7106940746307373,37.8300359249115,0.005,128,gamma,"[100, 100]",0,False,5
164,6,15,-7.068403698044736,-6.638007631721465,2.7134640216827393,40.59796714782715,0.005,128,gamma,"[100, 100]",0,False,5
165,6,16,-7.075557463960902,-6.622850240061157,2.7095251083374023,43.36455011367798,0.005,128,gamma,"[100, 100]",0,False,5
166,6,17,-7.080424843957474,-6.629912935981625,2.7180237770080566,46.13778614997864,0.005,128,gamma,"[100, 100]",0,False,5
167,6,18,-7.077007255536652,-6.596892435103655,2.6553432941436768,48.84910798072815,0.005,128,gamma,"[100, 100]",0,False,5
168,6,19,-6.722247300503335,-6.631957892328501,2.77614426612854,51.67777919769287,0.005,128,gamma,"[100, 100]",0,False,5
169,6,20,-7.051734233845673,-6.64620591327548,2.8491158485412598,54.58408999443054,0.005,128,gamma,"[100, 100]",0,False,5
170,6,21,-7.047525217254554,-6.64102979671014,2.7022180557250977,57.34616804122925,0.005,128,gamma,"[100, 100]",0,False,5
171,6,22,-7.071303972982988,-6.634287078913889,2.697005033493042,60.1018590927124,0.005,128,gamma,"[100, 100]",0,False,5
172,6,23,-7.067240178530218,-6.636753100901842,2.648346185684204,62.805777072906494,0.005,128,gamma,"[100, 100]",0,False,5
173,6,24,-7.0435184537541895,-6.629785612813737,2.648197889328003,65.5086441040039,0.005,128,gamma,"[100, 100]",0,False,5
174,6,25,-7.060094287884597,-6.636088248538344,2.7643001079559326,68.32549500465393,0.005,128,gamma,"[100, 100]",0,False,5
175,6,26,-7.080926664838466,-6.637238074192091,2.859661102294922,71.241858959198,0.005,128,gamma,"[100, 100]",0,False,5
176,6,27,-6.1929446881038945,-6.618889699248891,3.0062437057495117,74.3055670261383,0.005,128,gamma,"[100, 100]",0,False,5
177,6,28,-7.039266772958919,-6.6446465222459095,310.75060415267944,385.11223697662354,0.005,128,gamma,"[100, 100]",0,False,5
178,6,29,-6.619061139930578,-6.595628361707847,2.9740097522735596,388.1373870372772,0.005,128,gamma,"[100, 100]",0,False,5
179,6,30,-7.058597388350865,-6.6272684553343995,2.906726121902466,391.10984897613525,0.005,128,gamma,"[100, 100]",0,False,5
180,7,1,-6.954094399174634,-6.628991245537212,4.814331769943237,4.817286968231201,0.005,128,gamma,"[100, 100]",0,False,6
181,7,2,-7.0060595465402535,-6.621213741306412,4.3971171379089355,9.31818699836731,0.005,128,gamma,"[100, 100]",0,False,6
182,7,3,-6.996408079662462,-6.628948794089649,3.540710210800171,12.938089847564697,0.005,128,gamma,"[100, 100]",0,False,6
183,7,4,-7.014800111307715,-6.62965687864313,3.243043899536133,16.24722671508789,0.005,128,gamma,"[100, 100]",0,False,6
184,7,5,-7.026347377439485,-6.636830684385802,3.147289752960205,19.45373272895813,0.005,128,gamma,"[100, 100]",0,False,6
185,7,6,-7.005025827971688,-6.634494154272895,3.3467040061950684,22.863765001296997,0.005,128,gamma,"[100, 100]",0,False,6
186,7,7,-7.020058531830781,-6.625984804704785,3.174438953399658,26.097744941711426,0.005,128,gamma,"[100, 100]",0,False,6
187,7,8,-7.027031465168417,-6.6245624872022555,2.9896388053894043,29.14705777168274,0.005,128,gamma,"[100, 100]",0,False,6
188,7,9,-7.022641558281697,-6.644809998571873,2.988377809524536,32.19346570968628,0.005,128,gamma,"[100, 100]",0,False,6
189,7,10,-7.032270943596416,-6.621248575809755,2.9379730224609375,35.18961477279663,0.005,128,gamma,"[100, 100]",0,False,6
190,7,11,-7.024206874144339,-6.610235218154757,3.094386100769043,38.34157991409302,0.005,128,gamma,"[100, 100]",0,False,6
191,7,12,-7.0136054460584685,-6.634546822133033,3.0541749000549316,41.45207095146179,0.005,128,gamma,"[100, 100]",0,False,6
192,7,13,-7.03706301955411,-6.618379795433659,3.164818048477173,44.67377686500549,0.005,128,gamma,"[100, 100]",0,False,6
193,7,14,-7.039242205393576,-6.6435022409024995,3.1567678451538086,47.88679885864258,0.005,128,gamma,"[100, 100]",0,False,6
194,7,15,-7.007257099569279,-6.625391317825568,3.2888219356536865,51.23747777938843,0.005,128,gamma,"[100, 100]",0,False,6
195,7,16,-7.02298498675771,-6.637457746032037,3.108867883682251,54.40599775314331,0.005,128,gamma,"[100, 100]",0,False,6
196,7,17,-7.031902976279711,-6.60960304364562,3.148494243621826,57.614585876464844,0.005,128,gamma,"[100, 100]",0,False,6
197,7,18,-7.0092044959973245,-6.639637367015607,3.122479200363159,60.798646688461304,0.005,128,gamma,"[100, 100]",0,False,6
198,7,19,-7.028320643153504,-6.638801447164855,3.122922897338867,63.97761368751526,0.005,128,gamma,"[100, 100]",0,False,6
199,7,20,-7.026199267837253,-6.631931523939497,3.394861936569214,67.42987394332886,0.005,128,gamma,"[100, 100]",0,False,6
200,7,21,-7.032478488709804,-6.643513211294224,3.6553800106048584,71.14594268798828,0.005,128,gamma,"[100, 100]",0,False,6
201,7,22,-7.028328875773145,-6.637218846302283,2.9634227752685547,74.1660418510437,0.005,128,gamma,"[100, 100]",0,False,6
202,7,23,-7.0294205054749535,-6.64380204187412,3.301330804824829,77.52270269393921,0.005,128,gamma,"[100, 100]",0,False,6
203,7,24,-7.041671001563107,-6.596154784391585,3.8151464462280273,81.41366577148438,0.005,128,gamma,"[100, 100]",0,False,6
204,7,25,-7.039598328353715,-6.638165616479359,3.5515646934509277,85.02602863311768,0.005,128,gamma,"[100, 100]",0,False,6
205,7,26,-7.03327497687653,-6.634815543497863,3.9234859943389893,89.04286575317383,0.005,128,gamma,"[100, 100]",0,False,6
206,7,27,-7.034019021874797,-6.641335512658483,3.63116192817688,92.7418806552887,0.005,128,gamma,"[100, 100]",0,False,6
207,7,28,-7.043265276146631,-6.627482462968481,3.867227077484131,96.69994759559631,0.005,128,gamma,"[100, 100]",0,False,6
208,7,29,-7.0461977093759245,-6.632401022765982,3.3846538066864014,100.15476775169373,0.005,128,gamma,"[100, 100]",0,False,6
209,7,30,-7.0337966758839405,-6.633331600184503,3.2621467113494873,103.47849988937378,0.005,128,gamma,"[100, 100]",0,False,6
210,8,1,-6.9954337669852,-6.507827592268586,2.9318315982818604,2.9344139099121094,0.005,128,gamma,"[100, 100]",0,False,7
211,8,2,-7.051934553191527,-6.502310862764716,2.970643997192383,5.96903395652771,0.005,128,gamma,"[100, 100]",0,False,7
212,8,3,-7.055075103467931,-6.511089646071196,2.971867799758911,9.000125885009766,0.005,128,gamma,"[100, 100]",0,False,7
213,8,4,-7.057427663837843,-6.518411456048488,2.9895920753479004,12.051724910736084,0.005,128,gamma,"[100, 100]",0,False,7
